       a,       b,      w0,      w1,       x,       y,       z
      -1,      17,    1105,     269,      23,       9,       8
     -15,      10,    -619,     132,      -4,       8,       2
       7,       2,    -355,     207,      13,      -1,       6
      21,       0,    -459,     192,      -2,      11,      17
       0,       1,    -407,     256,      13,       9,      11
      38,       4,    -107,    1030,      22,       7,      -1
      18,      10,     221,     796,      17,      26,      16
      11,      23,    -367,     191,       1,      15,       3
       3,      24,    3477,     371,      41,       1,      -1
      19,      18,    -459,     116,       0,      -2,      17
      -8,       2,    -435,     -52,       3,      -7,       3
       2,      21,    1473,     338,      23,       9,       8
       6,      26,    1205,     534,      16,      15,      24
      23,      24,    2517,    1257,      31,      27,      11
      15,      15,   -1539,    -276,     -18,      15,      -6
      -5,       2,    -323,     391,      17,      23,      18
      23,       5,    -359,     329,       5,       4,      18
       5,      13,       9,     325,       9,       1,      27
      19,       4,    -267,     320,      12,      -6,      10
      17,      12,    -171,     272,       6,      15,      -2
      -9,      14,    -291,     337,       3,      17,      22
      -1,      12,     501,     342,      20,      -3,      34
      27,      -2,    -507,     536,       6,      21,      16
      16,      12,    -171,     334,       6,       5,      19
       4,      13,     -43,       0,       8,      -8,       0
      20,      -5,    -239,       2,     -11,      20,      11
       5,      -7,    -767,     265,      11,       8,       8
       3,       6,     -75,     348,      16,      18,       3
      -5,      10,      61,     455,      13,      25,      24
      11,      19,    -459,     224,       0,       8,      18
      13,      -3,    -579,     382,      10,      12,       9
       6,       0,    -459,     412,      18,       6,      17
       2,      28,    1893,     166,      21,      -1,       1
       5,      25,     841,     373,      13,       7,      20
       5,      10,     181,     218,      16,      13,     -11
      24,      32,    3765,    1034,      33,       6,      -2
      13,       5,    -119,     527,      17,       6,      18
      24,      11,     245,     864,      16,      20,      23
      -5,       6,    -195,     241,      11,       3,      25
     -26,       4,    -107,    -136,      22,       8,      28
      24,       0,    -459,     234,       6,       7,      -2
      12,       3,    -183,     574,      23,       0,      20
      24,      23,       1,     308,       5,      15,       1
       8,      18,     765,     364,      17,      11,       2
      18,      39,     789,     388,       8,      10,      12
      35,       5,    -219,     682,      12,      19,       0
      29,      19,     529,     527,      13,      -4,      14
      -9,      11,    -415,     117,       1,       0,      15
      -3,      20,    1381,     -19,      23,      -4,      -6
      14,      25,     741,     310,      12,      11,      -5
      20,       1,    -323,    1056,      34,       6,      14
       2,      26,     789,     114,      12,      -7,      11
      -3,       5,    -279,     173,       9,       9,       7
      24,      12,     261,     530,      15,       4,       5
      20,      15,     801,     708,      21,      13,       4
     -10,      -3,    -447,     354,      -1,      15,      25
       6,      -3,    -699,     302,      20,      -1,       9
      17,       0,    -459,     452,      12,       8,      12
       8,      21,     549,     186,      12,       9,      -9
      14,      -6,    -459,      70,       0,      15,     -10
      16,      14,     269,     616,      13,      -3,      45
       0,       9,    -639,     240,      -5,      11,      20
     -10,      12,   -1083,     300,     -13,      16,      11
      11,       7,    -515,      94,      -2,       8,       6
      21,     -13,   -1291,     536,      16,      -4,      18
      25,      -4,    -603,     421,       9,      15,      -1
       5,      22,    -459,     -90,       0,     -17,      10
       9,       0,    -459,     232,       8,       4,       9
      18,      22,     685,     332,      13,      -6,      10
      20,       9,    -315,     436,       4,      10,      29
      23,      14,      45,     559,       9,      13,      21
      15,      23,    1749,     848,      24,      16,      23
       1,      16,    -331,     174,       2,       0,      20
       2,       6,    -315,      18,       6,     -11,      10
      16,       9,      45,     362,      14,       3,       3
      19,       6,    -315,     436,       6,      11,      22
       8,      14,    -235,     318,       4,       7,      24
      18,       5,    -299,     346,       8,       9,       8
      -8,      22,    -459,      82,       0,       5,       4
       8,      -4,    -763,     274,      19,       0,       1
       8,       4,    -123,     556,      21,      23,       4
      12,       3,    -411,     190,       4,      -1,      16
       0,      19,     149,     144,       8,       0,      12
      17,      -4,    -859,     951,      25,      16,      27
      19,       9,     153,     851,      17,      25,      22
      10,      -3,    -579,     302,      10,      19,      -6
      36,      12,    -171,     266,       6,      -1,       3
       5,      21,     129,     447,       7,      25,      15
       1,       5,     -99,     514,      18,      30,      11
       7,       4,    -699,       7,     -15,      13,       9
      -1,      32,    1973,     371,      19,      18,      12
      -5,      -6,    -915,     431,      19,      22,      24
       4,      36,    1557,     316,      14,      20,      -3
       2,      -3,    -567,     178,       9,      -7,      22
